id,question,final_decision
pubmedqa_80,Is the Distance Worth It?,yes
pubmedqa_205,Cholestasis associated with small bowel atresia: do we always need to investigate?,no
pubmedqa_34,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,yes
pubmedqa_775,CPAP therapy in patients with idiopathic pulmonary fibrosis and obstructive sleep apnea: does it offer a better quality of life and sleep?,maybe
pubmedqa_508,Does head positioning influence anterior chamber depth in pseudoexfoliation syndrome?,yes
pubmedqa_427,Do hospitals provide lower quality care on weekends?,yes
pubmedqa_454,Appendectomy timing: Will delayed surgery increase the complications?,no
pubmedqa_366,Assessing Patient Reported Outcomes Measures via Phone Interviews Versus Patient Self-Survey in the Clinic: Are We Measuring the Same Thing?,yes
pubmedqa_91,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,maybe
pubmedqa_339,Do preoperative statins reduce atrial fibrillation after coronary artery bypass grafting?,yes
pubmedqa_897,Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?,yes
pubmedqa_564,Can we ease the financial burden of colonoscopy?,yes
pubmedqa_345,Outcome Feedback within Emergency Medicine Training Programs: An Opportunity to Apply the Theory of Deliberate Practice?,maybe
pubmedqa_776,Does open access endoscopy close the door to an adequately informed patient?,yes
pubmedqa_241,Dementia and aphasia in motor neuron disease: an underrecognised association?,yes
pubmedqa_13,Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It Work?,no
pubmedqa_315,Are hepatitis G virus and TT virus involved in cryptogenic chronic liver disease?,no
pubmedqa_600,Does β-catenin have a role in pathogenesis of sebaceous cell carcinoma of the eyelid?,yes
pubmedqa_387,Can EMS Providers Provide Appropriate Tidal Volumes in a Simulated Adult-sized Patient with a Pediatric-sized Bag-Valve-Mask?,yes
pubmedqa_273,Can communication with terminally ill patients be taught?,yes
pubmedqa_166,Is trabecular bone related to primary stability of miniscrews?,yes
pubmedqa_840,Esophagogastric devascularization without splenectomy in portal hypertension: safe and effective?,yes
pubmedqa_992,Do oblique views add value in the diagnosis of spondylolysis in adolescents?,no
pubmedqa_646,Is Overexpression of Ki-67 a Prognostic Biomarker of Upper Tract Urinary Carcinoma?,yes
pubmedqa_818,Are patients with serious mental illness more likely to be admitted to nursing homes with more deficiencies in care?,yes
pubmedqa_484,Is lumbar drainage of postoperative cerebrospinal fluid fistula after spine surgery effective?,yes
pubmedqa_980,Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,yes
pubmedqa_504,Has the 80-hour workweek improved surgical resident education in New England?,no
pubmedqa_831,Is severe pain immediately after spinal augmentation a predictor of long-term outcomes?,no
pubmedqa_243,Diffusion-weighted echo-planar MR imaging of primary parotid gland tumors: is a prediction of different histologic subtypes possible?,yes
pubmedqa_566,Is external palliative radiotherapy for gallbladder carcinoma effective?,yes
pubmedqa_875,Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,yes
pubmedqa_562,Does the central venous pressure predict fluid responsiveness?,no
pubmedqa_686,Can common carotid intima media thickness serve as an indicator of both cardiovascular phenotype and risk among black Africans?,yes
pubmedqa_189,Do patients with localized prostate cancer treatment really want more aggressive treatment?,no
pubmedqa_782,Should HIV-infected patients be screened for silent myocardial ischaemia using gated myocardial perfusion SPECT?,maybe
pubmedqa_699,"Are lifetime prevalence of impetigo, molluscum and herpes infection really increased in children having atopic dermatitis?",maybe
pubmedqa_475,Cue-induced behavioural activation: a novel model of alcohol craving?,yes
pubmedqa_681,Is the type of remission after a major depressive episode an important risk factor to relapses in a 4-year follow up?,yes
pubmedqa_510,Sternal plating for primary and secondary sternal closure; can it improve sternal stability?,yes
pubmedqa_58,Can PRISM predict length of PICU stay?,no
pubmedqa_474,Do cytokines have any role in epilepsy?,yes
pubmedqa_560,Can nonproliferative breast disease and proliferative breast disease without atypia be distinguished by fine-needle aspiration cytology?,no
pubmedqa_856,Is prophylactic fixation a cost-effective method to prevent a future contralateral fragility hip fracture?,maybe
pubmedqa_747,Do socioeconomic differences in mortality persist after retirement?,yes
pubmedqa_252,Should pulp chamber pulpotomy be seen as a permanent treatment?,no
pubmedqa_21,Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,yes
pubmedqa_313,Digital Tomosynthesis: A Viable Alternative to Noncontrast Computed Tomography for the Follow-Up of Nephrolithiasis?,yes
pubmedqa_459,Cardiogenic shock complicating acute myocardial infarction in elderly patients: does admission to a tertiary center improve survival?,no
pubmedqa_160,Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse?,yes
pubmedqa_276,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,yes
pubmedqa_955,Pertrochanteric fractures: is there an advantage to an intramedullary nail?,no
pubmedqa_191,Does reducing spasticity translate into functional benefit?,yes
pubmedqa_385,Empiric treatment of uncomplicated urinary tract infection with fluoroquinolones in older women in Israel: another lost treatment option?,maybe
pubmedqa_805,Is diffusion-weighted imaging a significant indicator of the development of vascularization in hypovascular hepatocellular lesions?,no
pubmedqa_413,Undescended testes: does age at orchiopexy affect survival of the testis?,no
pubmedqa_491,Is the affinity column-mediated immunoassay method suitable as an alternative to the microparticle enzyme immunoassay method as a blood tacrolimus assay?,yes
pubmedqa_343,Does timing of initial surfactant treatment make a difference in rates of chronic lung disease or mortality in premature infants?,maybe
pubmedqa_769,Preoperative staging of patients with liver metastases of colorectal carcinoma. Does PET/CT really add something to multidetector CT?,no
pubmedqa_308,Is oral endotracheal intubation efficacy impaired in the helicopter environment?,yes
pubmedqa_661,Is decompressive surgery effective for spinal cord sarcoidosis accompanied with compressive cervical myelopathy?,no
pubmedqa_130,Are women with major depression in pregnancy identifiable in population health data?,no
pubmedqa_663,Is a pressor necessary during aortic perfusion and oxygenation therapy of cardiac arrest?,yes
pubmedqa_871,Did the call for boycott by the Catholic bishops affect the polio vaccination coverage in Kenya in 2015?,no
pubmedqa_99,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,yes
pubmedqa_372,Kell alloimmunization in pregnancy: associated with fetal thrombocytopenia?,no
pubmedqa_87,Is Chaalia/Pan Masala harmful for health?,yes
pubmedqa_458,Will clinical studies elucidate the connection between the length of storage of transfused red blood cells and clinical outcomes?,no
pubmedqa_330,Upstream solutions: does the supplemental security income program reduce disability in the elderly?,yes
pubmedqa_214,Autoxidation products of both carbohydrates and lipids are increased in uremic plasma: is there oxidative stress in uremia?,yes
pubmedqa_466,An HIV1/2 point of care test on sputum for screening TB/HIV co-infection in Central India - Will it work?,yes
pubmedqa_121,Can infundibular height predict the clearance of lower pole calyceal stone after extracorporeal shockwave lithotripsy?,yes
pubmedqa_614,Is pelvic pain associated with defecatory symptoms in women with pelvic organ prolapse?,yes
pubmedqa_20,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,yes
pubmedqa_700,Does sonographic needle guidance affect the clinical outcome of intraarticular injections?,yes
pubmedqa_71,Is there any relationship between streptococcal infection and multiple sclerosis?,yes
pubmedqa_106,"""Would a man smell a rose then throw it away?",maybe
pubmedqa_270,The effect of an intracerebroventricular injection of metformin or AICAR on the plasma concentrations of melatonin in the ewe: potential involvement of AMPK?,yes
pubmedqa_860,Is fetal anatomic assessment on follow-up antepartum sonograms clinically useful?,yes
pubmedqa_435,Steroids in aminoglycoside-containing ear drops: do they reduce cochlear toxicity?,yes
pubmedqa_102,Assessment of appropriate antimicrobial prescribing: do experts agree?,yes
