id,text,sentiment
yelp_524097,"Sorry to my loves in Nashville, and over at the red and yellow building, but this is the best burger I've ever had. Simple toppings, not a massive construction site on my plate, but easily the best seasoned piece of meat I've eaten in years... on a BURGER.\n\nSweet potato fries were done, not greasy, and not flimsy shoestrings.. try 'em.\n\nTook home a bottle of the burger rub to re-create at home.",positive
yelp_63676,"For all the hype, was very disappointed with the experience. The beautiful view does not make up for the poor food. As vegetarians, we never expect much while fine dining but we did expect much more from this place. Had to pay the fixed price for basically five types of salads, which were extremely small by the way. The food is definitely overpriced for the portions and the service was also poor. Our waiter only appeared about twice, while other servers brought our food, cleared our plates, and even took our bill. Having our picture taken was a nice gesture except no one knew how to properly use a camera and we ended up with a blurry photograph. Sadly disappointed because I really wanted to like Isabela.",negative
yelp_117143,Half off shakes after 8. Vanilla Cherry Malt... MMMMMM tasty. 2 bucks and change for a huge shake.,positive
yelp_99340,"This was my favorite neighborhood bar for a while. Close to my house, great food, decent prices, 24 hour. I've been here to eat or drink 5 or 6 times since I moved to North town last month. However today I went in with some friends and wasn't impressed. There were only 4 other people in the entire building and the bartender said to sit wherever we like in the dining room. We sat down and waited 15 minutes for a waitress/bartender to come by. Eventually I decided to walk over to the bar and just ask for menus myself. The bartender, however, was too busy playing on her phone and showing pictures to one of the other patrons to even acknowledge that she had customers. After being ignored for another 5 minutes we all decided to leave and go eat somewhere else. Way to lose a regular customer.",negative
yelp_289619,"second visit, fist time i gave 5 star, Now place has lost all stars.\n\nWe had 3 course dinner meny again 27,50.\n\nCalamares-bad and to spicy\nHaggis balls-Was ok\n-\nTodays special-Fish, dry dont possible to eat-shame on the chef??\nDuck-Dry and other shit on the plate was also bad.\n\nDidnt want any dessert, but they let us pay anyway fullprice.\n\nStaff was friendly and nice.\n\nBut the place has lost it and im sorry for that, 70 sterling of waiste for me.",negative
yelp_529506,"I LOVED the Patron location in Wexford, however it's a haul from the city, so I haven't been there in a long while. I was super excited when I saw they were opening up in East Liberty. \n\nHowever, I was super disappointed when I visited this time. This place used to have the best homemade margarita's & guacamole around Pittsburgh. Not the case anymore! The margarita I got tasted like it came from a grocery store bottle. The guacamole was definitely not the chunky, homemade stuff that I have had before at this restaurant. It was smooth and blended up, like the stuff you get out of the grocery store premade packages. It didn't even have any cilantro in it. I think I'VE MADE BETTER guacamole than this! The chips seemed like they came from a bag too. I was so disappointed.\n\nI got my usual menu item, the shrimp chimichanga, it was not as much of a disaster as the rest of the food and drinks where, however I could take it or leave it. My friends & I will unfortunately will not be back! What happened to this place????",negative
yelp_72392,"Excellence dwells within Marigold Kitchen.\n\nYes, this place sets itself apart from other breakfast places for sure. The food shines.\nMarigolds keeps up with Madison's lovely tendency towards fresh, quality ingredients; this, coupled with the way that they put these ingredients together makes for an always wondrous breakfast experience. The flavor profiles of all of their dishes are a notch or two above your traditional breakfast fare.\n\n\nOh my goodness, the potatoes. That is, the side of breakfast potatoes that come with most meals are to-die-for. Such flavorful goodness.\n\nI so appreciated the perfectly-cooked, delicious, not greasy egg whites and the healthy size portion of bacon.\n\nNot to mention, they had such a broad array of equally delicious breads: rye, wheat, sourdough, french rosemary. Making that decision wasn't easy, let me tell ya.\n\nBUT you haven't heard anything yet until you hear about their pancakes. Don't even get me started on the pancakes. The orange butter/syrup that they serve alongside these cakes makes these the pancakes to beat. Absolute heaven on a plate. If this orange syrup doesn't sound like your cup of tea you should really still try it. It is so good. And that's coming from someone who's not too fond of adding fruity things to other aspects of a meal. Normally, I like my fruit and I like my pancakes, separate that is. But no, you simply must try this pairing.\n\nOverall, the food is great and the location is ideal. \nQuaint spot that I highly recommend to all.",positive
yelp_34879,"I like the sushi here but the extra fee for \""""take out\"""" order. Give me a break. Your going to charge me a fee to order over the phone and come pick it up myself? Am I paying for the styrofoam container? Look at it this way, I'm not using your tables, Im not using your waitresses, your A/C, your bathrooms and you don't have to hire a bus boy and dishwasher to clean up after me. I think I'm saving you money by getting \""""takeout\"""" dummies. The family and i used to go here quite often but ever since I got the \""""take out\"""" fee I will be spending my money elsewhere. Too bad because we liked this place and its very close to where I live.",negative
yelp_389050,"As my friends and I were walking down the strip, we're noticing a lot of people carrying around these bong-looking things with a variety of colors of the rainbow. I was like, \""""The hell? I want one too dammit!\"""" Then we ran into Caesers Palace and found the bar that sells em. As we approached the bar, they offered free samples. I swear, when I heard \""""free samples\"""" with alcohol, I jizzed in my pants.\n\nMy favorite one was the \""""Up All Night\"""" with an extra shot. As I finished mine, the bartender told me that I can get a refill with a 3 dollar discount.\n\nO_O\n\n*jizzed in my pants*",positive
yelp_330672,"I used to love this Zipps and when it grand opened next to my house I was so excited to finally have a Zipps so close by me! I have gone there so many time over the past few year and other Zipps in the valley. The waitress know me by first name and they have always been great until recently. They have changed management and most recent manager doesn't know how to maintain cliental. This is the reason I rather drive and go to other Zipps where they appreciate a regular! I recommend going to angrier Zipps in the valley! I love Zipps and their food, but other Zippa treat you well and actually attend to your table!",negative
yelp_235802,Be patient. The line moves quickly. Every sandwich I've tried has been amazing. My favorite is the Earl's Club.,positive
yelp_392560,Worst service ever!!! \n\nThey were 20 minutes late picking me up. \n\nTold the driver i needed to be to the airport and he ignored my urgency and ran around the city picking random people up while almost re ending traffic on Whitney way texting on his iPad. \n \nSo I ended up missing my flight and as I exited the vehicle the driver was trying to throw my bag that contain my computers and etc on the ground luckily I caught it before it hit or I would probably be sitting in DCJ for beating up a green cab driver. \n\n\nIf you are in a hurry expect any transportation to take you minimum of a hour and half not including pick up time. You would be better off walking!!!\n\nCustomer service 0\nSpeed 0\nOverall 0 \n\nAnti-Green Cab,negative
yelp_297358,"I wanted this to be better, but it wasn't. I was looking forward to a healthy meal before I left, but I didn't want a dry, bland food. \n\nService was also terrible. The waiter came and gave us our menus and disappeared for 20 minutes. We had to ask for our waiter twice, and tried to get a bus boy to help us. Also, they had really small glasses, so after 3 days in 100+ Vegas weather, water went fast. I eventually asked them to leave us 2 pitchers. When the waiter finally, came back he was fine, but had a hard time getting back into our good graces. \n\n I ordered the hummus and babaganoj and the shrimp and goat cheese qusadilla. Sounds good? Not so much. The hummus was dry. It had the consistency of peanut butter after you put it in the fridge. It needed another teaspoon of oil. I know they're trying to be healthy, but another teaspoon of olive oil won't break your diet. The babaganoj was boring and bland. I couldn't even taste it. I knew I was eating something, but it tasted like nothing. Could have bought a better tub at the store for $1.59 instead of paying $7 for dry/tasteless food. \n\nThe shrimp and goat cheese quesadilla....I think I could make it better. There was so little goat cheese, that I forgot there was goat cheese in it till someone mentioned it. The shrimp (which were sustaniably farmed) were small and seemed previously frozen, and the kind you find in crappy shrimp cocktail. There was a 1\"""" ring around the edge of my tortilla where there was no goat cheese, and barely a tablespoon of goat cheese to cover the tortilla. Not worth $14.\n\nReally, you're better off going somewhere else to eat a salad or fruit. My total bill was $28 and left barely fuller then when I got there.",negative
yelp_487352,"Get the large beef sandwich dipped with peppers and all is good in the hood!! The manager chatted us up while waiting in line as first timers, the atmosphere is fun and the food callers keep you entertained. Was my 1st time but won't be my last, we got beefs, dogs, fries, and rings and it was tasty!",positive
yelp_390588,"I come here for my oil change and car wash, I get both done on my lunch break while I eat. Super fast service.",positive
yelp_7820,"Nice clean place with a very friendly staff. Great homemade chicken dumpling soup and a very tasty club sandwich. Decor is outdated, but not sloppy. Good local place to bring the family.",positive
yelp_111694,"Yay! I am a fan of the $1 Michelob.\n\n On the Center Las Vegas Strip, The Mirage has the volcano. The Venetian has the canals. And, Casino Royale has the $1 Michelob special.\n\n With the Cosmopolitization of the Strip laying to waste O' Shea's and Bill's Gambling Hall, Casino Royale is the place for inexpensive booze and gambling. There isn't a gimmick to the $1 Michelob special. Every time that I took advantage of the $1 Michelob special, the bartenders acknowledged me and handed me the bottle of Michelob almost as fast as I could open my wallet.\n\n Casino Royale is the Golden Gate Hotel of the Strip. Forget about walking the distance of a football field to travel from a restaurant to a slot machine. The bar serving the $1 Michelob is a coin toss from the Strip. It is another coin toss from the bar to Denny's.\n\n Speaking of Denny's, Casino Royale has decent chain restaurant dining. Their restaurant selection includes Denny's, Outback's Steak House, Subway, and Cinnabon.\n\n Casino Royal is not the Bellagio. The table limits are low whereas the noise level is high. Add in factors such as the small size of the place and its location between Harrah's and the Venetian, the view of the Mirage volcano; the result is a crowded casino. I have an instinct that Casino Royal will get more congested when it becomes the place for inexpensive gambling and booze on the Strip.\n\n I never stayed in the hotel part. In all honesty I have no plans to. However, if I have enough of the $1 Michelobs, you never know.",positive
yelp_185916,"Love the fries here, sOo yummy, thin and crispy with seasoning. \nThe steaks here are made just right. Not over cooked & just enough red & blood. Just the way I like it. The steak burger is good if you like onions. I think the onion flavor is overpowering. It makes me thirty afterward. The clam pasta is good. It would be better if they clean the clams a bit better. Had a few clams with sand/ dirt a few times already. sigh. The mussel pasta gets boring after a few bites.",positive
yelp_395049,OMG! Amazing BLT Bloody Mary and the Sage Chicken Benedict with a pancake on the side was booyah!!,positive
yelp_209015,"I went in the store today, the store is so over crowded, most of the workers was rude. I was looking at the strollers alot of them was stained up seats. I open the parent compartment on one to find bags of cherios and crackers with some spilled out. He hard is it to clean the item before putting on sales floor? You can't even walk through there with a stroller it was that cluttered.",negative
yelp_264868,Everything a pastry and coffee spot should be! Two words Russian Tea!\n\nI didn't give 5 stars BECAUSE amongst the pastries that I order the chocolate croissant was stale! So disappointing since I was leaving town that very day! :( Other than that would recommend and suggest rolling through here anytime you're in Charlotte.,positive
yelp_113648,"My favorite fast food! Good service, fresh food, and on my way home from work.",positive
yelp_7058,"Always a great meal. The menu changes seasonally, mostly, some of the classics don't change thankfully. It is a very small dining room and books up quickly so call for a table in advance. It is consistently good food and service.",positive
yelp_200133,check it out I was taking my family and some friends to eat and was finishing smoking my cigarette in the parking lot. I was told I could not smoke on the lot. Won't be eating here again. In Goodyear Az,negative
yelp_379620,"Located in the most haunted graveyard of Edinburgh, this shop sure sells overpriced souvenirs. It's the stuff that would appeal to small kids or work perfectly as a joke, but to be fair most of the stuff you buy here will loose their novelty quickly and end up either at your local charity or at the back of your shelves. Basically, they are creepy and gory stuff you find in most \""""scary\"""" gift shops around the city, from plastic gooey eyeballs to witch puppets and spooky stories of Edinburgh. And there sure are plenty of stories!\n\nThe shop is certainly wee, and the staff are friendly enough, if not terribly bored to be surrounded by this gimmicky stuff. What works is that if you are after something along the lines I described above, then it all seems to be congregated in this one room just at the entrance of the graveyard.",negative
yelp_453724,"With a name like The D, the jokes just write themselves, don't they? I'm actually kind of bummed that no one in their marketing department has run with that, considering they have no qualms about calling their main bar \""""The Long D\""""... which is fairly self-explanatory.\n\nThat being said, this place is pure chaos. You have to wind your way through 6 floors of reserved valet parking to find a spot, and corners are blind without any mirrors, and lanes are narrow. Additionally, if the garage is completely full there is no signage nor any employees posted to prevent new cars from entering- I experienced this unique brand of frustration during a visit over the summer.\nThis garage should have been added onto during the reno, as each floor is small and probably maxes out at 50 spaces. For the parking situation alone, I would not stay here.\n\nOnce you finally make it in the casino (an assumption, perhaps), I will say that it isn't as smoky as I expected from all of the other reviews here- then again, all of the doors are open to the Fremont Experience and there was a good breeze going.\n\nAs I navigated my way to the showroom, employees were few and far between, and those I could find were fairly clueless and most were just standing around- one in particular was wandering the floor with a broom and dustpan in tow and was literally walking slower than a woman with a walker, and kept getting bumped into by patrons who were simply trying to get around the two of them and on their merry way.\n\nOn the bright side, the showroom is upstairs and away from most of the hustle and bustle- but they're not particularly organized, either. I was able to pick up my tickets immediately and was spared the line, but I was late (due to the garage situation) and arrived just as it was supposed to start- and yet, the line was wound around the entire floor to accommodate the huge line because no one had yet been allowed into the showroom. After the alleged start time.\n\nOn the bright side, as I left, I was not charged for parking despite a giant sign in self-park saying it was $2/hour. I also consider it a positive that the garage exit is run entirely by a single computerized gate rather than a person in a booth. I prefer technology to the quality of casino employee found in such positions. But I'm sure tech issues happen and the exit gets backed up sometimes, but today, thankfully, it was working.",negative
yelp_419286,"My affinity for cured meats almost overcame me before my common sense and humility got the better of me to stop me from throwing it to the ground and rolling around naked in it on several occasions during one meal. Amongst cupcakes, sandwiches and Olivia Munn, there aren't that many things that have that kind of effect on me. Venti subscribes to traditional Italian cuisine philosophy, sourcing local and seasonal ingredients and \""""make it yourself\"""" mentality, everything from the stove, to plate, to mouth is as fresh as can be. Chef Forgione successfully tells a story with every plate that leaves his open kitchen, and you don't need to speak Italian to understand what he's trying to say.",positive
yelp_534888,"I really wanted to love this place, unfortunately, all around it fell quite short. Their menu is pretty extensive with numerous choices, maybe I just chose the wrong item? I ordered the Mac Buffalo Chicken. I don't think I've ever had a more bland tasting meal in Montreal. There was no spicey \""""buffalo\"""" to it at all and the chicken \""""cubes\"""" were tasteless for the most part. My friend ordered the Mac Beef Baked Potato and she seemed to enjoy it more than I did mine. I tried hers and also found that it was rather tasteless.\n\nThe staff was not all that great as well, our server took forever to bring a refill and it wasn't very busy. The bartenders seem to keep the folks at the bar entertained with their \""""flare\"""" style of bartending, tossing of flaming bottles. Overall, with prices being relatively reasonable I may go back once more in hopes of it being better.",negative
yelp_458292,"@@@@@STOP RIGHT HERE@@@@@@ Quit looking for a great carpet repair and best carpet cleaning company of Las Vegas. Rick is a true business owner and takes pride on what he does, above and beyond! Yup, he repaired a nasty carpet damage (see pics) and made it look like nothing ever happened! The carpet cleaning products he uses are top of the line. He also offers special detail cleaning for all those stains that always show up after few weeks from getting the carpet shampoo done. He's got OCD. So make sure he's got plenty of space to work and trust me, will never call any other carpet cleaning company ever again. Let's give business to our city, Rick: best wishes with your company, many success! Hard working family man!... :) CALL HIM right now. Really. . . Now!",positive
yelp_435121,"Oh yeah! This place knows a thing or two about good hot chocolate, waffles and crepes. If you're craving something sweet, you owe it to yourself to visit Cacao 70. My personal favourite is Cacao 70 Vintage Strawberry Shortcake for $10.25. The service was prompt, the atmosphere was good and did I mention their Grilled Marshmallows Cacao? mmmm it's delicious. I'm salivating just thinking about this place. If you have a sweet tooth, you'll be thankful you stopped by that place.",positive
yelp_110359,"Is there LESS than one star?? \n\nI used to recommend Ellis Island ribs to EVERYONE coming to Las Vegas, but no more. You guys absolutely suck. \n\nWe went in with an 11 year old and her dad, the first time in Vegas for both of them, and the FIRST night in town I took them to ELLIS ISLAND. \n\nAfter an hour wait for a table, we left with an 11 year old in tears because they don't serve DINNER to anyone under 21, even with outdoor seating, and they don't offer take-out either. No way for me to pull THAT one out of the bag. We went to Margeritaville instead.\n\nWay to ruin a vacation, guys. It just wasn't that much to ask. \n\nI'm a local, and I won't be back, and I'll tell anyone that will listen that Ellis Island is NOT the place to go.",negative
yelp_359189,"Thus placer has The wrost serice Thee doctors are good, close from 1 to 2:15 butin realiti from 12:45 to 2:30 wors front ofices personal.",negative
yelp_183142,"I'm not a huge burger fan but if I was then this would be a place I would come to. I've only tried their protein style burger because I'm trying to cut on carbs. Their burgers are pretty tasty. I've tried their fries animal style and got extra sauce in the side because there's just not enough for the bottom fries. The fries are not as good as mcdonalds, I mean I don't think anyone has better fries than mcdonalds but getting it here animal style is just to die for. :)",positive
yelp_339033,"Firstly, that is not bruscetta, it is bread with toppings. Bruschetta is TOASTED bread. The toppings were OK, but sloppy and cold. OUr entrees were way overpriced for being the same quality as diner food in Chicago. The meats were overcooked and way over salted. Also, for being a wine bar, the wine list is also just OK. The location is great and the service was great, but this is nothing special.",negative
yelp_382732,"Wir waren hier und hatten das Pech einen Groupon Gutschein einzul\u00f6sen. Da es der letzte Tag war im den Gutschein einzul\u00f6sen, war das Restaurant gut besucht. Unverst\u00e4ndlich jedoch, das Groupon Kunden nicht wie erhofft und auch laut Gutschein angek\u00fcndigt von der Schnitzelkarte w\u00e4hlen konnten sondern einfach ein Buffet angeboten wurde. Statt den 5 schnitzelgerichten und vielen beilagen, gab es als wir da waren nur 1 Sauce (sp\u00e4ter kam wohl noch eine Sauce dazu) und zwei Beilagen. Immerhin waren die Sp\u00e4tzle hausgemacht. Das Salatbuffet war leergefegt, ich hatte die Wahl zwischen krautsalat und karottensalat. W\u00e4hrend wir a\u00dfen bekamen wir mit wie man sich bei s\u00e4mtlichen G\u00e4sten ohne Gutschein entschuldigte, Schuld an dem ganzen Chaos seien nur wir Groupon Kunden. Na dann danke f\u00fcrs Gespr\u00e4ch, der Laden sieht mich trotz des tollen Ambiente nie wieder!",negative
yelp_314024,"We were shopping in the area and wanted something cool to drink, also realizing we probably could handle a snack as well. Rather than hop in the car and head somewhere else, we popped in here to check it out.\n\nThree words: Small bites menu. \n\nThe spinach stuffed mushrooms were plentiful and really tasty, with just a hint of spice. The caps were large and generously stuffed.\n\nThe caprese (mozzarella salad) was OK. Not bad, but just OK. There was something odd about it and I didn't care for the parmesan cheese. Let the tomatoes and mozzarella do their thing; something about the extra cheese and the way it was dressed just made it... well, OK.\n\nThe fried artichokes were a bit heavy for me, but that's just personal preference talking. They were crispy on the outside, tender on the inside, and really, really tasty. My guests dug into them with abandon and didn't leave a crumb untouched. Very well done.\n\nThe seared ahi was absolutely perfect. This was really the only dish that was small - four pieces? - but at the price they offer it, it's a fabulous little snack and exactly what they portray it to be. The dipping sauce was flavorful, didn't seem laden with salt (a very good thing) and had a great little kick to it. Standout little dish.\n\nWe also had a couple of salads that were really fresh; the flavors of the vegetables and toppings were bright and clean. \n\nThe \""""spicy\"""" bloody mary wasn't; the waitress admitted it was from a mix and that they couldn't really do much to it for me. She brought some Tabasco sauce which helped, but as it wasn't fresh, it was really just a mix with some vodka and Tabasco. Not horrible (of course I drank it!) but not a good, hand-crafted bloody mary.\n\nAnd, all this for less than $30. \n\nIt's a 3-star (A-OK) place, for sure. The service is what made it a 4 for us. It's a chain and it's a bit cookie-cutter, but that works here. Definitely a respectable, repeatable dining experience.",positive
yelp_484742,This is a great spot. Knowledgeable coaches offer challenging workouts. There are varied classes giving you the chance to work on different skills. Its tough. Really tough. But its worth it.,positive
yelp_253375,"Thank you Yelp.com for helping my husband and I find this restaurant. I have been turning to Yelp more often when we run out of ideas for what to eat. It is amazing how important reviews are. \n\nI would give this place 3.75 stars, but since I have to round to the nearest star, 4 isn't to bad. The ambiance is simple, not to fancy. You enter into the front room which is a grocery and bakery and then to the left is the dining area. We started off with the fried ravioli's. They were kind of cold still in the middle, but that didn't stop us from finishing them. Husband had Chicken Parm, which he enjoyed and I had the Angel Hair with Meat Sauce. When I tell you the portions are huge, don't doubt it. I ate lunch for two days after as did my coworkers, with what I had left over. \nI would defiantly return. But maybe not rush back.",positive
yelp_485879,"Ordered at 7:10p on a Saturday... almost 9p and no call or update on restaurant. Then I called. They said my order was just done and in the same conversation they driver was 5 mins away. Which is it?\n\nNo delivery yet!!!\n\nFood good, but could have made my own Chinese food in 2 hrs as well...\n\nGet better service and communicate with customers if you are busy...",negative
yelp_62529,"I must say that The Range is the only good thing about Harrah's. I'm deadly serious about that.\n\nMy husband and I went here after we tied the knot in Vegas the night before and it was one of the best meals I have ever had! Our waiter was fantastic and was very attentive. Overall, we only spent about $180 (w/tip) and that included two drinks, a crab leg appetizer, two surf and turf entrees and split a baked potato. Everything we had was amazing. The surf and turf (fillet mignon and lobster) was perfectly prepared and was paired with an amazing butter cream sauce. \n\nFor a newly wed couple, we couldn't have asked for a better night. I highly recommend this place to anyone looking for a nice steak and seafood restaurant in Vegas.",positive
yelp_363648,"NEVER EVER EVER COMING BACK. I used to love this place. I decided to take my mom here for a mani-pedi spa for mother's day. A normal mani-pedi is $32. The lady told my mom to try gel for only $20 so my mom agreed. When it came to the end, her total was $60. Made no sense. I called to ask why we were charged so much and the guy said it was $30 for the mani and $20 for the pedi. Still didn't add up to $60. Liars! Never bringjng my business back here. Horrible. Go to Special Nails on Blue Diamond & Durango. $20 for a mani-pedi spa.",negative
yelp_448328,"A must see when in Vegas. It is about a 20 minute cab ride from the strip but well worth it. It is a tastefully compiled collection of mafia life from its inception to it's current form. Make sure you are free for 3-4 hours because that's how long it will take you to complete all 3 floors of this fascinating museum. After your done, your a block away from a Freemont St. visit.",positive
yelp_409106,"Meh....not really sure what the hype is all about? The food is not that great and the prices are outrageous! Had the chopped salad and it was good, we have had something similar before though. My hubby had the scallops and I had the grilled cheese. Nothing wow about either one. We can say we went, we tried, we defiantly payed but we will not be going back. Sorry",negative
yelp_47984,"May 30.14 at Coyote's at 9:18 pm I was turned away . The hostesses said closed. So disappointed its Friday night in Vegas. WOW,, So Outback got my business. I was not the only one turned away.",negative
yelp_112639,"My Wife and I enjoy PF Chang's and Pei Wei and we went into this restaurant and had a late lunch, not busy. The hostess was on the phone at the front door and when she finished her call, wiped her nose with her hand and proceed to take us to a table and placed the menu's down. Mind you this was in the middle of the flu season and she did not use a tissue or wash her hands. She then proceeded to pick up the extra place settings and stack them on a shelf close to our table. Within a few minutes a waiter came by and I asked to see the manager, which he obliged. I told the manger what happen and it appeared he could care less as he did not take the plates off the shelf and into the kitchen. Shortly thereafter another waited came by and picked up the plates and took them to another table. I wonder how many germs were on the plates? Who got the flu from this untrained hostess? Very poor management at a great chain. I will think twice before I go back to this location. Great food, but untrained in personal hygiene. Watch out!!!",negative
yelp_160003,"I've ate here 3 times. Once in 2011 and twice March 2013. I liked it. \n\nFood I thought was great/delicious: prime rib and mashed potatoes! Mini square cheesecakes with a raspberry sauce. Mimosas!\n\nFood I thought was just \""""good\"""": This last time I tried the omelet station, it was good, but not great. Same with the potatoes and biscuits and gravy.\n\nService: 2 of 3 were good waitresses, one was just grouchy. But the other two more than made up for it.\n\nValue: It's a tad expensive, but we tried another buffet about the same price (on the strip) and Le Village was definitely tastier and better quality.",positive
yelp_491863,"We've been hunting for good Mexican food since we arrived from Texas a year ago - I'm happy to say that we've now found it! Not only was the food delicious, but the service was top notch. Our waiter, Omar, took great care of us, and at the end of the meal the manager checked on us as well. Even though it's a 20 minute drive we'll definitely be back again.",positive
yelp_332059,"Glazier's might be one of my new favorite places to shop. Their seafood quality and quantity are pretty fresh. We stopped by here to get live lobster. 11.99 a lb and they can steam it for you. We also bought some live clams and they were only 5.99 a lb. I think that Glazier's can be reasonable price wise especially for their fresh seafood, but other things can be pretty pricey. It's clean, efficient and has most everything you might need. I know I will be back to Glaziers to make more delicious meals.",positive
yelp_210976,"I love the vibe in this place; they are going for a surfer/Hawaiian restaurant feel. It is self seating so find a booth, bar table or outdoor seat.\n\nWe got the Hawaiian pizza and an order of Coconut shrimp. Quite possibly the best coconut shrimp I have ever had: big, plump and full of coconut flavor. The shrimp sit on top of a bucket of fries mixed with onions and jalapenos, it was okay. The Hawaiian pizza was also very good, very flavorful.\n\nOne big note: The food comes out fast and piping hot, let it cool off for 5-7 minutes before digging in and the crust will be harder and won't burn your mouth.\n\nI highly recommend stopping in for the coconut shimp and a beer.",positive
yelp_183522,"Sloppy sandwich. Did you read that Tom? Your sandwich I paid 8 dollars for was sloppily made!\n\nI needed to eat while working at MGM. I wanted to eat at Craftsteak, but it was closed. I saw 'whichcraft and after reading reviews I was skeptical. However, it was there, it was open, there was no line.\n\nI opted for the mozzarella panini. I was weary of ordering a pricier sandwich with meat because of the mediocre reviews of most of them. Sandwich ordered to go.\n\nWait time was fast. Took my panini away and... As I ate it I realized the half I was eating only had cheese in it. Wtf, I thought. So I inspected the other half - and there was the rest of the ingredients. Slopped into the panini, spilling out the other side.\n\nCome on. If I'm going to pay over 8 bucks for a panini could it at least be well made? The flavors were decent, but the presentation was terrible. Plus how can I even rectify the ingredients dispersal situation when everything is already grilled together? That's right... I can't.\n\nIf you want a sammie go to Earl of Sandwich. At least if it sucks, you will not have paid as much for it.",negative
yelp_487647,"Went here for Sunday lunch, and WOW. This place deserves the five-star status it currently holds for several reasons:\n\n- Excellent food. I am no expert in Philippine cuisine, but I love meat, and this place has boatloads of it in a variety of styles: roasted pork, sausages, stewed beef with veggies, fried chicken (super crispy and well seasoned). The only negative was that the fish had been sitting out too long and was dry. \n-Unique flavors. This was my first time eating Philippine food, and I was surprised by the interplay of sour and sweet in some of the dishes. Lots of okra too. And pork fat. Lots of it. YUM. \n-Amazing dessert table! I have never had purple yam, and I tried three different desserts with it (a cake, a rice cake wrapped in what I think was a corn husk, and ice cream), the rice cake being my absolute favorite. It had that chewy, gluten-y sweetness that I've longed for since leaving Korea, and the bright purple color was a plus for sure. \n-CHEAP! My boyfriend and I each got a Pepsi, and the total was $22! They don't even give you the option of tipping on the credit card receipt, so they really don't expect it, but we left $5 because we liked the service a lot (one of the cooks brought out the ice cream to make sure we could try some before we left).",positive
yelp_200889,"I feel like I'm in an abusive relationship with Nee House. They treat me like shit but I keep coming back for more because their authentic dishes make me love them long time (inappropriate? Eh). I mean, it's never a shock when I come in and the staff makes me feel as if I just dropped into their home without calling first, but today they really turned me off with their rudeness.\n\nI go in at about 2:45pm with my daughter for lunch. There is only one table being used. The woman points to the table right next to the only people eating at the restaurant. So, I smile but went one table over and sat down. The woman comes out of the kitchen and says \""""no, can you sit at that table over there?\"""" I looked at her as if questioning why I couldn't sit at the table I had chosen, and she pointed to one of the large, family-style tables right next to the table I had chosen, and said \""""they're going to have dinner\"""". I moved, but was very perplexed as to what the issue was. Aren't all the tables there for a reason? And who eats dinner at 3 in the afternoon? Anyway, I shook it off and ordered the shrimp and eggplant in Szechuan sauce; it was amazing, as usual. My daughter enjoyed her chicken lo mein. What I didn't love is how the waitress brought out one dish way before the other, and never acknowledged our numerous friendly \""""thank you's\"""". She just had this energy that yelled \""""this is the last thing I want to be doing right now. Why are you here?!\""""\n\nThen....the staff starts coming out of the kitchen to that table that I wasn't allowed to sit near. THAT'S why I couldn't sit there?! I guess I am a second-class citizen that cannot sit at my preferred table if it is too close to the staff as they eat their food. Totally turned me off. Ridiculous. And for those who claim \""""it's about the food, not the service\"""", that is ridiculous too. When you eat out, the way you are treated as well as how delicious the food is contributes to your experience as a whole. Is the food good? Absolutely. Does this mean that it's a good experience? Probably not. \n\nI vowed to never go back....at least until I get another craving for that shrimp dish-- with a side of jerk sauce.",negative
yelp_25858,"This restaurant is a typical (and I mean typical in every sense of the word) American Italian restaurant. Let's see:\n\n- Cheesy Italian music subtly playing in background - Check\n- Wood Paneling and faux crystal light fixtures, reminding you eerily of the 80's - Check\n- Pleasant but not overbearing waiters/waitresses in black-n-whites - Check\n- Salad and Garlic Bread with everything - Check\n\nNow, as to the food we ordered, the Bruschetta was nicely toasted, with a garlicy tomatoe mix on top - very nice. Then came the salad, which is tossed table side - a nice touch. However, the greens tasted like they were straight out of a bag. No-one takes a free salad seriously any more. This was followed with warm garlic bread - the french baguette they were using for this had been squashed and went cold very quickly. Cold garlic bread that doesn't taste of garlic sounds like cold toast to me.\n\nOn to the main courses. My companion and I both had \""""signature dishes\"""" - I had the Duck Ravioli, which was accompanied by a tomato cream sauce, and she had the Shrimp linguine, which was also pleasant.\n\nAll-in-all, this was a pleasant evening. The food was reasonable, and the environment non-obtrusive. The \""""free\"""" accompaniments brought the meal down a notch - get rid of the garlic bread and salad unless asked for (and when they are asked for - make them shine - it's not that hard), and you have a five-star place.",positive
yelp_387772,Had the best shopping experience of my life - thank you Mareija and Bonnie. You ROCK!,positive
yelp_424250,"Across the street from Place Des Arts. Service is not so fast. Takes them quite a while to prepare an order when I was the only one there. I never buy the \""""pre-packaged\"""" meals, I always order fresh. However when I was eating it, it really wasn't fresh. I was so bad, I had to ask for my money back, how unpleased I was. \n\nThe place is really small, you can hardly move around properly. \nReally not a good place for sushi.",negative
yelp_146889,"I haven't had a lot of good experience with the buffets in Vegas, and this one was no different. The crowd was huge of course, but we got through pretty quick. But for the price ($37 or something like that) the food just wasn't very good. Lots of it was lukewarm and not very appealing looking. I guess I need to try one of the more traditional steak and lobster, old-school, casino restaurants for a good buffet in Vegas.",negative
