text,gender,sentiment
Allen Park Mi: Great Price!! Love the price match and beat by 5%. Best deals on the net!,M,1
Helpful,M,1
Excellent customer service!,F,1
"Excellent service from salesman, top job, adapted to downs prepared, friends a distance to beat, value was great",F,1
Excellent online retailer:,M,1
Excellent order has been processed by F Welshon,M,1
Great delivery and speed.,F,1
Great service to you.,M,1
I would like to buy from here again,F,1
Customer service is excellent!,F,1
My best name! -Maxx her...,M,1
Well packaged and good quality crystals,F,1
Great Customer Service Irish Neat Products!,M,1
First Class service and delivery,F,1
Extremely Happy!,F,1
Countryattire provide the best service by delivering everything at just the right time. We will be back!,M,1
Rudy's Boots has it all in boot accessories for men. Great prices especially for this time of year.,F,1
Great service great quality and never disappointed!!,M,1
I'll always buy Vallejo's.,F,1
Very satisfied with the fast and attractive delivery,F,1
Look further for all your musical needs:,M,1
Great service. Recommendations,F,1
If your doctor prescribes iodiferol do not know which one to take.,M,1
Photos shot are as good as they should be!,F,1
Outstanding communication and advise,M,1
"Great service, excellent products and reasonable prices!",F,1
Great product and disposiion is great,F,1
"I think I was talking to a different company than Ramada Inn direct. I feel like I have been deceived""",M,0
"Beautiful rug.: I loved the rug I bought so much, that I immediately bought another one! Great service & very friendly customer service. All in all I would definitely recommend THE RUG HOUSE.",F,1
"Be aware of price swings, delivery takes many phone calls and other trials.",M,0
"This beauty and health website is wonderful!! I'm writing reviews on a variety of different products for an event coming up. This site has an entire list of sex products, swimsuits, swim nighty, massages, body scrubs, hair products, beauty and",M,1
very happy with products ordered,M,1
"Congratulations, it was yesterday that I went to purchase gift wrapping paper and a nice birthday card. I was a bit nervous about what I wanted for it because it's my daughter's big first communion. They were on the phone quick and the commissioner very helpful.",F,1
buy old phones and tablets & other e-mails from finito phones,M,1
I did have to call some inconsistencies for delivery and then they said 'have in efficiency for 9 more prescriptions' hundreds of these that sell or visualize a total clutter of crappy office drawers as described above. ( I am also a cleaner with good range of clothing!),M,1
No chance of fast shipping.,M,0
Purchase of gift card. No hassle. Simple.,F,1
Very efficient service: Good web site and good service - I use them quite often.,M,1
"Card Games Dlc Posted January 26, 2010 by Delia Kalsen",M,1
Supplements Provided Simply!,M,1
excellent service,F,1
Good customer service & great mechanics!,M,1
"Great service! Before we did some final shopping we looked at the list of made up auto parts stores for parts in Albany,Y. How chic! $600 dollars for a new offset 4 small oil spigot with jump studs",M,1
The quality of the stickers is very good.,F,1
Filipino company : ship courses of florida,M,1
SplitTrim Long Sleeve Unitard swim/running fin uppers & apparel,F,1
"customers happy,red calf this time,graphier abbaye!",M,1
Jet2 are good,M,1
I love the service( DiegodIsSelfAdvised ) it covers all my needs,M,1
Excellent quality of rare earth magnets,M,1
"Info about the ""Founded by: Gordie Howell; ” Magnetic"" style shopping",F,1
"Chill place, a bit pricey at times (though worth it for the quality and chic, very nice DT offering)",F,1
Five Stars,M,1
Awesome!: Fast easy and great products. Highly reccomend.,F,1
Five star hotels.,M,1
Fantastic none of the other stores I am from.,M,1
Good date and flowers to marquand,F,1
Consumer Reports,F,0
Did not receive my RMA #,F,0
the hd photo feed / how it works,F,1
"Everything by hand. I hardly used the olive courtesy to call staff about my purchases. Fast delivery and a very attentive staff at the guy that made it, that makes you feel like a family. Plus checkout was fairly straight forward.",M,1
"Received the book faster than anticipated, which was a plus!",F,1
Not happy in using my gift card,F,0
This is a good place to get an intense game for free.,M,1
for part requirements to be met we go to partsgeek,M,1
Great things!,F,1
Thanks ladies!,F,1
Great ways to person store a gift cards,M,1
Easery way to surprise feet of your friends and neighbors,F,1
...to request cartilage,F,1
Excellent service!,M,1
A perfect body case for the Pantech Slate.,M,1
Super Fast Shipping,F,1
"Excellent!: I have always taken supplements my whole life and as I have been running out of what I have now I came accross this site. Great products, great prices, and fast shipping! Will definitely buy from here again.",M,1
"Flying Spares: Quality work, great service stays the same...great delivery time.",M,1
"Wholesalers be Gone: I was recently using ebay to look for a used vehicle. Every single time I entered search terms the first three pages were plastered with wholesalers. I understand that these people are trying to make sales, but ebay should either have a filter that allows the user to block wholesalers OR they should limit the number of times a single wholesaler can appear per search.",M,0
Extremely fast and very attractive service.I really appreciate the hassle free transactions.,M,1
Complaint about travelocity in Vancouver,M,0
Terrible customer service,M,0
Great service,F,1
Scammers: SCAM ARTIST BEWARE! Get the right eyes on it and write it down! DONT PAY FOR SUCKS!,M,0
Mariavets The pearl source really satisfied my husband without even asking. It's a tradition to return the next day and make sure help can be provided when needed. Wow wow,M,1
Express Med Company is a great business to work with.,M,1
Fastest transaction ever done : This shop ticks all the right boxes.,F,1
"I have needed to change my spen and pencil group to notebook after getting the office to buy pens and pencils and wanted em machines for a few years. With an idea about the material to be used in tracing pens/pencils my colleague got a suggested item which he could print out and take with him and he was fine. Using the site and picking out his fav's cread pen,ies Ok with him. Shoe have a golden top",F,1
In a very short time I was on the road again and now it has been like new.,F,1
Vintage Lilly Flint Gift Box Label Maker for Women: The Perfect Gift for Every Women!,F,1
lovely stuff,F,1
Good prices and don't have to leave house.,M,1
"Overpriced your money. Plenty of fun with parts though, repairley, keep your money. Three stars...",M,0
Not thrilled with fishmongers because prices were so low,F,1
Best place to find good deals on golf,M,1
You made it easy!: First time I have been to your web site. Instructions were very clear and found just the ferry I needed,F,1
Great sale on parts for your Focus,M,1
Great E of site to buy these beautiful plants.,F,1
Awesome website an excellent customer service but a bit too expensive,F,1
"excellent, high quality products at a reasonable price.",M,1
"Awesome and Fast!: Thank you, very quick and easy. Paired and within 15 minutes got an email saying it was ready and was able to view product online.",M,1
They are completely amazing and I highly recommend them.,F,1
I'd definitely return!,M,1
some really good Brazilian food,F,1
Best that istk for supplements,M,1
Excellent service from the vehicle I drove right away for replacement tire part.,F,1
What a shocking deal with Dell!,M,1
"Buying the product truly the best product we can find anywhere, and this unbelievable free shipping!",M,1
Nutramed products good,F,1
Cult Pens trades razor 220 inky ink on you?can?t go wrong? grains list too??Take the guess work out of with this?,M,1
We believe in coming and coming back.,M,1
Good service pays,F,1
A man needed a room heater to refrigerate his home.,F,1
Flight to Australia without a ferry stop!,F,1
"Belatedly Cardiff Halfords has Meered's focus on its salt, oil and string cold wheels. News of a new table for Wark is forming a significant part of these manorities' contribution",F,1
It is one of the nicest beanbag mattress you can find in the UK,M,1
Great insurance glasses space izers are the best in town!,M,1
Does the 3ft box make you feeling better,F,0
i didnt think i should pay for regular holiday goods at this store,M,0
Buy a VAHING wing decoration type Earrings from chineseVines.com,M,1
buy in bulk denoting your shopping habits but distributing extremely well,F,1
"The name truly says it all, Great Mats! No wonder this company is highly regarded",M,1
"First off, I highly recommend the WebFactors site.",M,1
"Thanks PartsGeek!: Placed the order, for part sooner than expected! All is well. Thanks",F,1
"S7 ProTec 5800PBN LG LCD TV 60"", 50"", 100""450""",M,1
nice xmas present from me.,F,1
Gift Ideas for a child's art collection,F,1
Great products. Akiki knew the right fit for my JEEP.,M,1
"CJS CD Keys Gives Best Value for Your Money UPDATE OCTOBER, 2009 Highest rating for CD key seller sends confirmation today",M,1
Awesome shopping experience!!,F,1
"I called to update some information. I wrote the above description questions, were asked, when did they say to call me back, why was it so long!!!",M,0
I hired them for several photo shoots at very reasonable rates.,M,1
No wonder I have gone to Priceline before now: I am shocked at how wonderful it could be:,F,1
Very excellent customer service,M,1
Very good product and great price.,M,1
Excellent customer service and quality bed linen.,F,1
Purchased from Bolt Depot. Delivery was promptly.,M,1
Lenstore has very good quality items at very affordable prices.,F,1
Did you know that CloneDrive will be hosting the C-Slot pack for at least one more month?,M,1
Please approve if this site and vital choice are any worse than tire cement,F,1
Great helpful customer service and good performance,M,1
"Credit Card Review: Great service, fast shipping and a great price.",M,1
a great place to buy 4wd,M,1
"Brook Taverner consistently offer great quality products at an attractive price. Their delivery is punctual and on the one occasion I have chosen to return an item; the reimbursement was swift, no fuss, I will certainly be buying from them again.",M,1
Excellent day tour,F,1
Thank you for you excellent communication and if this seller can sell you my Jaeger-LeCoultre Masters Compressor Geographic watch!,M,1
Cool folks explaining to you what you need; state of the art equipment; quick pricing,M,1
This business is great bang for your buck,M,1
Good prices.,F,1
It is so good because I can book the fare at cheap price.,F,1
Custom Order With quick Delivery,M,1
"Poor when you've booked with clubexecelervic.com, always warn about tablemaster drinky dancing, low quality food in airport cafe, staff apologizing for rudeness, at a given time were counting, and guide for flight!",F,1
Compaq has is everything we needed.,F,1
no customer service,F,0
What makes Penza Perfect?,M,1
excels in quality and service,F,1
Conveniently availing of being on a flight.,F,0
"This removal company or business is difficult to work with, but my good friend Anyvan found Smoves20 and told me that it was the cheapest and the friendlyst people I have ever met",F,1
Good stuff.,F,1
Excellent service and very fast delivery!: My first experience with Petflow was a wonderful one,F,1
Excellent service mixed with a high price tag.,F,1
"I used H&E for my tax my taxes and they managed my payments for over four years. From beginning to end, they are compliant and did a great job in keeping me accountable for what they spent.",M,1
came quickly no charges great service,F,1
Abbodeco Cendeda Espaa,M,1
Awesome service,M,1
dynamitejots,M,1
Excellent service. Thank you!,M,1
This blind was a surprise for me.,F,1
"$55 credit card,eGR, electronic web service, 31 day, credit start time, search in one button",M,1
Buyer very professional and quick to respond,F,1
This is the spot: The Dirty Dog Doormat saves my floor,F,1
"Excellent,--great product at an excellent price!",M,1
Best service and best bargains in The Sunshine Coast,F,1
"Variety of items, even a bit of a technical complication",M,1
Excellent job done,M,1
Very good experience,M,1
This place was as close to perfect as you would get. The best part? They have outdoor units and have one units under 2 hours each. Bless!,F,1
B&H Photo-Video is my go-to source for photo presentations.,M,1
"Very good ""product"" and excellent service",F,1
I recommend growing a beard or having your haircut in a Thai barber.,M,0
Great service,F,1
Great job!,F,1
Love this place for laptop screens,M,1
"Wow, thanks guys for the quick response! Thank you very much for your service!",F,1
Sandals slip a tip,F,0
Perfect!!!,M,1
Great competitors and organised events,M,1
Do Not Order,M,0
"Results after multiple unsuccessful attempts. Found an ozcar shock in a dollar store, used it and received the shocks in about 5 business days, after referenced the advertised photo",M,1
What's in my printer?,M,1
Great experience,M,1
Very pleased with purchase.,M,1
"These people by far have the best in photography. If you want anything for photography, they will probably have it.",M,1
Delivery - Old Order,F,0
"I have have purchased clothing Caroline Caldwell for a few years now. Controlled my money very well. If someone had a sense of urgency or the opportunity, if they forgot your credit card and instead wished you what you were missing (without you having to worry about scams), if they shoot you with a bullet. My husband returned my money without issue",F,1
"Ordering is easy, fast and secure on this site.",F,1
How is this service?,F,1
Good service:,F,1
I was pleased with my order and especially the fast shipping.Will definitely re-order.,F,1
Where's the mirror?,M,0
excellent experience,M,1
"After the tree is gone, make the Dean feel special",M,1
"summer bike, forget about skin care and you can definitely use it clubbing.",F,1
The food was first name (as per the review) Our order was quickly received.,F,1
Review of Expedition Padded Backpacks Review of Expedition Padded Backpacks Review of Expedition Padded Backpacks Review of Expedition Padded Backpacks,M,1
"Simple, quick and competitive",M,1
Great Service in the Age of Prazo,M,1
Very fast service and the courier was very friendly.,M,1
Faultless service as always: Great choice. Great prices. Great service. I'm a thoroughly satisfied customer who goes nowhere else for quality pens,M,1
Good customer service and very good simply nice brands Mancanhe products.,M,1
Give it a try! We’ve been working with Safemart Security for over 3 years and always have received outstanding service and product from everyone - including our own QBA.,M,1
"I visit Raynham's to get their tires...and never have a problem with a tire they have in stock? in fact, they've always had stellar customer service ""centers"" right by the door and every time I need an issue resolved, they perform there...it even goes out of their way to help...and not necesarily at an uncomfortable time...coming to allen to check in on my 33 mini during the weekdays",F,1
Perfect condition :Very fast delivery : Only need to be turned in 10 min,M,1
Excellent service.,M,1
Excellent courier service,M,1
Would like Amazon to ship them some of my parcels.,F,0
Receive texts with quick responses to their list of products and price and the actual goods are theirs too!,M,1
Great carclub,M,1
Secure your future with Student Annuity. It is the best in the market,M,1
"I'm in love with Qvc: When my friends say, where did you get this or that - Qvc - when customers ask me why we don't sell this or that - I ask them, have you tried Qvc. Awesome selection, brand names, reliability, without leaving your house and with the price of gas, it's great!",F,1
Thank you!!!,F,1
"Very goodmobile phone tag ""celaproximat yet well done""",M,1
Software great.,M,1
"Excellent website, including template fit ins.",M,1
Talk Rainbows and Smashing Performance.,M,1
Your service is the best!],M,1
Pure Formulas.com is fabulous! I can’t give 5 stars unless there is engineering flaws. But that doesn't mean i won't buy from them again.,F,1
"Good customer service, very quickly made 3 blinds for house",F,1
Perfect rehearsal dinner favors!,F,1
Which is the best Asia Fashion Website?,F,1
"The staff have always been very helpful when we had a difficult time finding the right product to ask a question, and the prices are very reasonable",F,1
needed office supplies of the quantity needed,F,1
2014 Travel Addictionary Comes Home to Me: Make your next trip a lot easier with Travelocity!,M,1
Excellent Service PetFlow is a great business.,M,1
Heat stuffs for natural looking hair.,F,1
Bookbyte offered the best price as well as overnight shipping...can't ask for a better combination...,F,1
"After the Thanksgiving holiday was over, I was encouraged to spend my hard earned dollars with my family. To my surprise, I found myself with an impeccable holiday card from GiftCards.com while waiting for the holidays to start. Relieved that it was govento cut down on, I could begin prepping for the holidays with my family, building thoughtful holiday gifts with an",M,1
"Video: Tips on downloading, using and installing games using a anti-virus program As you can see, many of these recommendations can be clear and easy to follow.",M,1
Very straight forward ordering and giving honest answers.,M,1
This would be best of all for you to visit this company,F,1
Genuine quality and we will surely be ordering from them again,M,1
Fantastic service,M,1
Excellent service from the very first day.,M,1
"Identifiqueng.co.uk offer a large selection of contact lens options at affordable prices. Let me ask you it's fair to say they are luxury brands, usually the cheapest eyewear on the planet",M,1
Good Company and Great Shipping,F,1
step 1: Upload your documents to your wordpress user,M,1
"A review of the Louisiana Pet Food store, which allows you to get just about anything you could ever need to feed your dog, cat or bird! When pet slide deliveries come into my life, I sometimes feel like I've been hit by a rock by a car. This is one of those public service announcements that hit the headlines like orkency article,propleting to not visit the store.",F,1
"The widest range of lenses we sell at prices ranging between £20 - £300, to suit your multiple needs.",M,1
Great service and customer service,F,1
Passport Services,M,1
Great customer service.,M,1
Quality is great!,M,1
Bookbyte Is Your Place To get your rented & used textbooks for the best prices and Fastest service,M,1
"Great leather kilt, reasonable way to get your money. Midwest Discount Kilt Strikes It Rich.",M,1
Standard rooms. Some yet officially open the doors on the ground floor and at least 10 kilometers behind.,M,1
It was a snap to BOOK-IT!!!!!!!!,M,1
Education and educational practic,F,1
Perfect Gift and Superb Service From Highland Titles,F,1
good service and prices,M,1
:I like the fact that there are not many products made here in America.,F,1
4 start climbing them all.,M,1
great place to buy all your pc ( dv ) disks and other products,F,1
Pure Formulas : My Pure Formula Today,F,1
Good service and construction company,M,1
Full Circle Homeopathic Medicine,F,1
Awesome Fast service and cheap prices,F,1
I was very happy with the overall experience with this company. Owner Jonathan Cortez was prompt and friendly,F,1
Take care of your business with SkyParkSecure. So no one is waiting for your valet to take going with those rude unfriendly close to the visitor’s office employees.,M,1
quality meals in friendly atmosphere - only complaint was customer service,M,1
How to order Heating Oil!,M,1
Always excellent service: Thank you for your great service.,M,1
No delivery of part # 8075-04014991,F,0
"Easy to book online, collection and return",M,1
I don't really love being scammed,F,0
"lovely product, good service",F,1
I'm impressed!,F,1
Men's department store issues excellent customer service.,M,1
I understand the high demand for Arai products. The same high quality as American Golf Golf.,M,1
"SupplementWarehouse.com/ | When they were one of the largest online supplement companies, SupplementWarehouse was ahead of all of them.The company didn't have an expensive no nonsense marketing plan, or local distributors.It was the same with these suppliers.It came with some really great isometric products.",M,1
Very good customer service,F,1
I'm a fan of Supplement Warehouse,M,1
Great service - Superb value!!!,M,1
Certification Name : Centrum Metro easily transported by car and its also car transport from old DHL Airport to airport DHL,M,1
Love it and the service is awesome!,F,1
"Online I made a reservations for a bus tour on Monday May 19, 2014, 9:30 am. and then I printed my pre-paid voucher/ ticket. My family and I went to the departure area only to find out the tour was not going out that day.",M,0
Ordered and delivered quick. The only bad points was hacking up my who could not fit the shower.,M,1
This site is amazing: I heard about this site through Youtube and I had to check it out. Once I saw the clothes on this site I feel in love with the clothes. I will not shop anywhere else but here. Thank you Yesstyle for your amazing clothes.,F,1
good chairs and hard to find large size,M,1
it is a really smooth hire,M,1
Homecoming 2005 - Products Review,F,1
Great store loves bringing on-time order to customer,F,1
"USB2U: Engaged, Friendly Customer Service",M,1
The vast selection of items available.,M,1
WEAPS LISTED THE RIGHT Flight TO MUTANA AND WE WERESPONSIBLE AND CHARGED TwHERE WERE NOT WHETHER THEY WERE OR WHEN WERE VOCALS FOR OUR ORDER!! WHEN WEDATED WITH YOU & ARE STUPIDLY TOTALLY CONTLIING THAT ITS YOUR FALSE!!,M,1
The corporate image emphasized Barnes.,M,1
YAY GAK!,F,1
I would absolutely use this facility if I discovered it is available.,M,1
"Very happy about the get in, please give 5 stars",M,1
Get in line and wait for your order. I'm still waiting.,F,0
"THE DOESN NEXT MEASURE THE TEXT FOR PAYMENT DOCUMENT OF A STOCKING PROPOSAL AND/OR IF YOU BELIEVE YOUR SELECTED PROPOSAL IS POITED, OFFER, DELIVER, WELL YOU SAID, A CALL ""THE LAST DAY"".",M,1
Good customer service and very helpfull.,M,1
Awesome order for a gift for Wellington,M,1
I really like your items on the site and I'm going to use you again soon,M,1
great technician from start to finish something was not ordered and no anger,M,1
Sells Auto parts online.,M,1
"Good Job, Five Stars.",M,1
nice to maintain everything. understandably the price,F,1
"Excellent online service, very good prices and with delivery to that I needed.",F,1
"I ordered AMI vinyl dresses for Christmas and Agent Michelle amir, removed the dress from the plastic packaging and tried to return it to me. SHE REFUSED AND MISSED THEIR BUSINESS. TRAIN ME TO FELL BEWARE OF AMI SERVICE.",F,0
I was pleased with what I got.,F,1
I liked there sturdiest fashion items I've ever seen.,F,1
everything was wonderful!,F,1
Excellent customer service,M,1
"Hair, nail and body",F,1
I like them to good,F,1
We love this place!,F,1
Great price on a protein powder willing to ship Fast and Good quality.,F,1
"perfect price for size 11, good quality fabric, good delivery",F,1
Really great customer service,M,1
JB Prince is the name to refer to a quality bakery.,F,1
Ready to place your order and get it now.,F,1
to move a large amount of furniture,M,1
discount codes website - boohoo,F,1
Excellent quality products at a reasonable price,M,1
Highly recommended this airline.,M,1
No booby traps 600 miles multi-stop coach flight from Amsterdam to Oslo / Copenhagen,M,1
Check prices and shipping online for the best price  in this day and age.,M,1
Awesome Discount World - New Zealand outlet under $ 2 million.,M,1
Excellent customer service,F,1
"Very helpful, and best customer service I've gotten in a long time",F,1
Some guys prob offer some advice on buying fridge freezer,M,1
Everything worked perfectly and was really easy.,M,1
Tom Ford sunglasses... Upon receiving my Tom Ford Ramone Sunglasses I opened the package to find that one of the lenses had a,M,0
I questioned why Aspect really failed. As it hadn't been a problem with my wooden doors they'd love to fix my kitchen extension by calling me in the morning to a quotation but they failed. They said the price was cheaper than the router - absolutely brilliant. Thank you!,M,1
Up to the Promise!!,M,1
Who paid Quidco? For the manufacture of their own air conditioning software.,M,1
Excellent product at a great price,M,1
Lovely job well done!,M,1
"Highly Satisfied: Silky smooth with firm brown handle (helps to hold shampoo cap securely) affordable pricing- excellent product, fast delivery system- is of high quality",F,1
"Hello Bookbyte staff, The term Bookbyte was used to describe my ideal website for book store.",F,1
"Free, professional and beautiful logo",F,1
If only they could clear the air.,M,0
"Website makes shopping easy: fast, efficient website - love it",M,1
The last buisness which gives tableware products his name is theirs,M,1
Speedy service,M,1
Review of Peak Nutrition,F,1
Excellent prices and quick service,F,1
Great discount garden products,M,1
Florist gives Manhattan a five star rating,F,1
Great selection. Lead information is clean.,F,1
Carry On Travel travel management from Travelocity.com. Low-cost flights from any location have never been this easy.,F,1
Excellent service!,M,1
"Excellent customer service. I was disgusted by the fact that 80% of the gym equipment I used, hadn't arrived at the studio. A lot of the gym equipment I used wasn't comfortable, and the sales guy was rude. He wanted me to buy more gym equipment, but I was foolhardy and going to spend money on other items. Extreme",M,1
How to book a car rental in Avignon,F,1
"Great personalized service Team of Hilton Hotels, the sister company to Viator",M,1
Best family furniture store in Pittsburgh...,M,1
The first time I ordered on shopping on the site Onnit the sales rep Patrick was so helpful and friendly and he recommended his favourite favorite to me from the coconut cake to the fortune cookies to the...,F,1
THERE STORE IS REAALLY NICE. BIG SELECTION.,M,1
customer service & fast delivery: Your customer service representative was courteous & helpful,F,1
The size of the hotel exceeded all expectation.,F,1
This time I ordered!!!!,F,1
Outstanding personable service and excellent quality food.,M,1
Find your medicines and take them as soon as you can,M,1
The Beatles I'm happy!,M,1
Where my order?!...,M,0
WONDERFUL SERVICE!!! IANTELL ARCADIA HAVE ADDRESSED MY BAKING NEEDS.,F,1
Very good service and great prices.,F,1
bought from Sprint.,M,1
Great customer service,F,1
"eComfort A/C Parts Shipped Fast!: I'm finishing a Unico System install originally begun in '03, and needed parts, which I found with ease at eComfort.com--and received super fast!",M,1
Good deal on quality,F,1
mexicanncessory.net is an online shoe store I found to be very trustworthy to dress in the required turnkket. The expedite of the delivery/installation/removal of the shoe,M,1
"Poor, Font was the wrong size and when I re-ordered OVERNIGHT I took 2 days to arrive.",F,0
Great price and fast delivery.,F,1
"Awesome deliveries, to a realouic priority customer!",F,1
"thus, the lady searches for my credit card if it does not fit and corrects the order",M,1
"It was a great purchase and ""just what you"" want :",M,1
I ordered a set of Stratus trunk struts.,M,1
Great product at a great price.,M,1
Cult pencils,M,1
Excellent in service and food,M,1
100% refunds return policy,M,1
[b]eti price & selection very high. Good selection of radiators my car runs great.,M,1
Best price on the web and fast delivery.,M,1
Quick delivery and working codes is enough for me.,M,1
"There is no question that Supplement Warehouse as the most trustworthy and professional online source for supplements. The prices are ALWAYS the cheapest on the net and the product ships very fast. They have EVERYTHING. I just placed my 5-th order through this company and am always happy to recommend them to friends. Stay focused and you have a customer for life here, guys! HARDER (.PLZ)",M,1
Real parking in the township close to the airport.,M,1
Excellent Nice Designer For Men And Women.,F,1
Excellent customer service,M,1
Perfect CJS CD Keys: Great to buy sims 3 University cd Key.,F,1
These wheels have been specifically made for the 2014 Great Britain fifth wheel on every size and style cross country challenger.,M,1
Great Service. Love Hanes phone.,M,1
I got my item a long time b4 expected but it turned out to be the right one!,M,1
very cheap yet awesome for you,M,1
Petimpulse is THE BEST.,M,1
Good quality and conveniently delivered to me.,F,1
Best computer score and highest customer service for Laptops,F,1
Great transformative colour consulting and fast-delivery Russell's.,M,1
"Holds a little better than I hoped - I kept 2 eyeglasses, a lipstick and a perfume.",M,1
...,M,1
"Maniac is a junk supplement company! Expect to pay big dollars for your supplements! They are crazy late! Worst thing is, much of their marketing is fake",M,0
Real opinion from real test collector,F,1
Frames Direct eyeglasses sales.,F,1
I would have to say that they are the best in the business.,M,1
Same day dispatch as quoted and the parts look superb!,M,1
Trucker Jackets re,M,1
Excellent speedy concise order,M,1
The perfect person to buy espresso machines and the best service,M,1
Highly recommend or choose,M,1
Awesome selection and quick delivery!,M,1
Suggests best in class supplements,M,1
"Found out they were 7/8"" less long than I thought.",M,0
Excellent Product,F,1
How can I rate this item :.,M,0
Best I've found for Major Appliance.,M,1
Wonderful pieces of surf apparel.,F,1
Great food Great service customer service,M,1
awesome system,M,1
Bestsellers,M,1
Great Service,F,1
good website,F,1
Excellent customer service,M,1
a place to go to buy auto parts,M,1
Support supplements for a low price with a GNC membership,M,1
Sat at our computer (and no computer for a minute or so.:) 7 stars anyway for the what/the place and quality of the store.,M,1
prompt delivery,M,1
great check in and out with friendly do-all staff,F,1
Adaptable web-site interface.,M,1
What's the one thing you think is the most important thing to the internet?,F,1
high quality and awesome service,M,1
the color of the item is the other the color of the item,M,0
Printing a printers would definitely be seeing this site again.,M,1
Poor quality screen prints and awful customer service,F,0
"always a positive experience buying from b&h. great selection, products and great prices",M,1
"Stunning sign, great service, Couldn't be more pleased!",F,1
Graphics awesome!,M,1
Best Currys in Sheffield,M,1
Awesome service: Easy way to get rid of old phones. They do all the hard work and then they pay you. Too easy!!!,F,1
The narrator appreciates their platinum looks.,F,1
"2 orders 1 fantastic and a nightmare : 2), some items differ on billing addresses",F,0
"Quality and Value!!!: I purchased the interlocking alphabet tiles for my Grandson. These were the thickest, sturdiest tiles of any others I found.",F,1
Say it better!,M,1
...,F,1
No issues. Really good website.,M,1
"Plenty of benefits - Kudos, Silverstein and West Yorkshire Insurance",M,1
Quality Flowers!.,F,1
One Time and Place is a stamp service that does it all.,F,1
my watch sales at Market Cross were fantastic and the car service was perfect.,M,1
Occurring Court Street composite image.,M,1
Summary: Supplement Warehouse provides low prices and provide many options to try new products through free samples. This I feel allows someone like me to feel motivated to figure out what products work best for my health and exercise,M,1
Cheap reading glasses arrive in good time and were as expected,M,1
A great printer ink source,M,1
"Stay can be as luxe as trendy, as u can sip hott drinks ( even any hot chocolate you want )!",M,1
"Great Products, great Service, and GREAT Prices!",F,1
Good service If you want a web site I recommend CGS. Good Quality. Lots of web site measuring equipment. User Friendly.Cousin/Agents/Sales.Crowd,M,1
"Supplies were good, nice to deal with and fast prompt delivery.",M,1
Great location.,F,1
"Cheap, Quick and Reliable.",M,1
"Excellent company do good quality products, excellent answers, great customer service",F,1
AC-servoirs for industrial use,M,1
"If you're looking for the best value for your dollar, this is definitely the run of the mill pool cleaner in Nepal.",F,1
Excellent products and excellent customer service.,M,1
I always go to B&H. Lets him know!!,M,1
Strong resource for things you are interested in.,M,1
"The Most Complete and Through Site for Fitness and Wellness. Whether you are a beginner or experienced, Onnit will help advance your plan to become the best you can be.",M,1
good company,F,1
The prices are reasonable but I kept expecting a lot of experience because the money ain't smallness.,F,1
Defy all.,M,1
Cannot believe : I've just purchased a pair of glasses at Holiday Boutique,M,1
"Great deal on 15th of April, save $420 on f**k with Mazuma Mobile",M,1
Would not go anywhere else for my tennis balls. Great service.,M,1
having to deal with unscrupulous sellers.,M,0
No Answer,F,0
Say hi to SoftwareCW.com,M,1
Best absolute service for me and my bills,M,1
"Great, now I'm a fan of the Amps!!!!",M,1
The tour guide was provided with interesting facts aboutm their country and intertwining American Bipartisanviews and International Perspectives.,M,1
"I was impressed with the customer service and then when I check my account online they're ready to ship, I loved that too.",M,1
Love the convenience of ordering online and receiving $30 next day prepare delivery,F,1
: GREAT legal support.:,F,1
Their basic level of customer service as well as reasonable prices easily and rapidly get me into toolstop easily,M,1
Excellent service and help,M,1
Nadia & Helen Coventry Ranked one of the best Inns outstanding value for money.,M,1
Best for renovating your home,M,1
Great Website for great prices and great quality graphic text backgrounds.,F,1
Never going back. Staying in phoenix hotel and getting harassed by the people who making reservations.,M,0
Excellent Service,F,1
"Great service, great prices",M,1
applausible for most clothes shops,F,1
"Very flexible and trustworthy, this is a repeat customer and the service is better too.",M,1
Financial IFA Value For Money - Published: 26 July 2012.,F,1
Awesome!,M,1
Released from LexyDavebrownUK well known porn site Scam!!! Trade up!!,F,0
Terrible customer service,F,0
Yelp review of this ClicGear golf cart,M,1
Priceline : How to use it,M,1
Prices on Priceline is scam.,F,0
"Great wheels and fast,excellent service!",M,1
The card customization.the best feature is card customization: quick...easy...Intuitive and customizable.well worth it.,M,1
Fantastic lines,F,1
Very good service. Husband broke my blender lid so was pleased when the new one turned quickly.,M,1
Cult Pens - love it,M,1
Updates to its website now.,M,1
Best custom drink coasters by far!,M,1
"Free shipping, Customer service, nice merchandise.",M,1
Perfect booking during a busy morning.,M,1
Lack of customer service,M,0
Best supplement reviews,M,1
Awesome Pcgamesvc | Kindle edition - £1.99,M,1
Great location and staff,F,1
Excellent service and perfomance,F,1
SupplementalWarehouse.com's Products are Honest and Easy to Purchase!,M,1
also known as agosu.com.,M,1
"Classic owners delight: Company was competitively priced, very friendly to deal with and as a classic Porsche owner had everything I needed in stock, which is always a bonus on older vehicles!!!",M,1
Country Attire very good,F,1
Amazing Boots,M,1
"Swim, sunbathe and have loads of fun at this Gala experience - action packed funntastic zone",M,1
excellent training program,M,1
Excellent customer service!!!Many thank yous!!!,M,1
Biggest advantage of using activenetwork.net (https://activenetwork.net/) ******************** Again: YOU OUR REVIEW – & р& dA ,M,1
