text,category,label
add 9AM in Dallas to my classical music for smart kids,AddToPlaylist,LABEL_0
What's the weather forecast for here in august ?,GetWeather,LABEL_2
What are the weather conditions in Noel ?,GetWeather,LABEL_2
Find the schedule for for Corn at eleven A.M. at Loews Cineplex Entertainment .,SearchScreeningEvent,LABEL_6
Rate the current novel a 3 .,RateBook,LABEL_4
"rate the book Magic History, Theory and Practice five stars",RateBook,LABEL_4
Please search the Songs for the Deaf video game .,SearchCreativeWork,LABEL_5
play Barry Manilow from the twenties,PlayMusic,LABEL_3
Rate The Courtship of Princess Leia saga a two,RateBook,LABEL_4
play scott la rock from Stella on Slacker,PlayMusic,LABEL_3
Show me Then We Came to the End,SearchCreativeWork,LABEL_5
Add artist danny carey to my Classic Jazz Singers playlist.,AddToPlaylist,LABEL_0
I want to add Robin Hood and Queen Katherine to my playlist entitled Genuine R&B,AddToPlaylist,LABEL_0
Book reservations at a tea house with esperanza and tommie now,BookRestaurant,LABEL_1
I'd like to give a two rating to The Abolition of Britain .,RateBook,LABEL_4
Find a reservation in Deweese for my sister and I,BookRestaurant,LABEL_1
Play some Sabah from the eighties,PlayMusic,LABEL_3
Add the artist Gwenno Pipette to the sexy as folk playlist.,AddToPlaylist,LABEL_0
can I get the showings for films at the nearest cinema in 1 minute,SearchScreeningEvent,LABEL_6
book a food court indoor at Penermon for my step father and I,BookRestaurant,LABEL_1
What are the movie times for films playing in the area ?,SearchScreeningEvent,LABEL_6
For the saga Leaves from the Inn of the Last Home I give the rating of 1,RateBook,LABEL_4
Play the music genre Synthpop,PlayMusic,LABEL_3
Find Show-Ya 20th Anniversary The Best .,SearchCreativeWork,LABEL_5
Book seating at a restaurant in Topton,BookRestaurant,LABEL_1
play a record from 1982,PlayMusic,LABEL_3
"Can I rate the book My Life in France not one , but 6 stars ?",RateBook,LABEL_4
Will there be a snowstorm around eight pm in Reed Island State Park ?,GetWeather,LABEL_2
How is the weather going to be on child health day in Trinidad and Tobago ?,GetWeather,LABEL_2
book a gratin serving tea house in Bushkill,BookRestaurant,LABEL_1
What is the weather like right now in the same area as Georgia,GetWeather,LABEL_2
this chronicle rates a one for First Contact ?,RateBook,LABEL_4
In UT at 7 pm will it be snowy,GetWeather,LABEL_2
Is The Day of the Beast playing at three p.m. ?,SearchScreeningEvent,LABEL_6
Please book a restaurant for nine members on august 25 in DC,BookRestaurant,LABEL_1
Rate this essay 4 of 6 stars,RateBook,LABEL_4
give 5 points to The White Hotel,RateBook,LABEL_4
Can I get the movie schedule for Loews Cineplex Entertainment ?,SearchScreeningEvent,LABEL_6
Look for the High Noon TV show,SearchCreativeWork,LABEL_5
Play me a 2015 soundtrack on Netflix,PlayMusic,LABEL_3
Play 2011 music,PlayMusic,LABEL_3
Add this tune to the Duetos playlist,AddToPlaylist,LABEL_0
add a shot at glory to calm before the storm,AddToPlaylist,LABEL_0
find an album called From the Terrace,SearchCreativeWork,LABEL_5
find a Cineplex Odeon Corporation showing movies,SearchScreeningEvent,LABEL_6
book in Ukraine at a highly rated restaurant,BookRestaurant,LABEL_1
"How cold is it in Cargray , Argentina ?",GetWeather,LABEL_2
"During tea time, what animated movies will be screening at the closest movie house ?",SearchScreeningEvent,LABEL_6
Is it going to be warm in Palmview,GetWeather,LABEL_2
put Johnny Wakelin on my té para tres lis,AddToPlaylist,LABEL_0
Find movie schedules for IMAX Corporation .,SearchScreeningEvent,LABEL_6
find Lost in Space,SearchScreeningEvent,LABEL_6
what films are playing at KB Theatres,SearchScreeningEvent,LABEL_6
Rate this novel 1 points .,RateBook,LABEL_4
book a restaurant for four in Trinidad and Tobago,BookRestaurant,LABEL_1
listen to tei movement from most popular eighties music,PlayMusic,LABEL_3
Find movie times .,SearchScreeningEvent,LABEL_6
Play a 1978 track on Slacker,PlayMusic,LABEL_3
What's the weather in Totowa WY one minute from now,GetWeather,LABEL_2
Show the Sad Songs for Dirty Lovers album,SearchCreativeWork,LABEL_5
Is it going to be cloudy in my current spot for dinner ?,GetWeather,LABEL_2
Tell me if the forecast will be temperate around Nationalpark Doi Suthep-Pui on 4/15/2034,GetWeather,LABEL_2
play Itunes album mondovisione,PlayMusic,LABEL_3
add this track to llegando a casa,AddToPlaylist,LABEL_0
I'd like a table for Midday at The Unseen Bean,BookRestaurant,LABEL_1
Rate this album a 3,RateBook,LABEL_4
find the closest starting now movie house with animated movies,SearchScreeningEvent,LABEL_6
Find Fragile Frontiers The Secret History of Mumbai Terror Attacks .,SearchCreativeWork,LABEL_5
"I want to bring antoinette, christine and caitlin to get bread at a restaurant in faraway Connecticut",BookRestaurant,LABEL_1
Will it be freezing close to my current location,GetWeather,LABEL_2
Book Mars 2112 in Rwanda for 4 people.,BookRestaurant,LABEL_1
Play Goldie Hill 's record on Google Music .,PlayMusic,LABEL_3
whats the movie schedule for movies nearby,SearchScreeningEvent,LABEL_6
Find a video game called The Mysterious Castle in the Carpathians .,SearchCreativeWork,LABEL_5
rate Break No Bones series a 1 of 6,RateBook,LABEL_4
What time will Paris by Night aired,SearchScreeningEvent,LABEL_6
find a show called The Paper Route,SearchCreativeWork,LABEL_5
I'm looking for the video game called The Supernatural Events on Campus,SearchCreativeWork,LABEL_5
Play the theme music from 1963 by Yuki Koyanagi,PlayMusic,LABEL_3
"Tell me the weather forecast for june seventeenth, 2034 in FL",GetWeather,LABEL_2
rate this book three points out of 6,RateBook,LABEL_4
Add Bronislau Kaper to the drive playlist.,AddToPlaylist,LABEL_0
Which animated movies are playing in the neighbourhood ?,SearchScreeningEvent,LABEL_6
could you please show me movie schedules,SearchScreeningEvent,LABEL_6
book a table for one in a bar serving saucisse for meal in Calistoga CO,BookRestaurant,LABEL_1
rate the current novel one out of 6,RateBook,LABEL_4
play 1951 tunes,PlayMusic,LABEL_3
Forecast in Layhigh,GetWeather,LABEL_2
"Can you help me locate the game , Coast ?",SearchCreativeWork,LABEL_5
Find The Path to Power .,SearchCreativeWork,LABEL_5
book a spot for one at The Wolseley at elevenses,BookRestaurant,LABEL_1
What's the weather forecast for Oman 2 months from now ?,GetWeather,LABEL_2
Which animated movies are playing at Megaplex Theatres at tea time?,SearchScreeningEvent,LABEL_6
Play music off Netflix .,PlayMusic,LABEL_3
Book a restaurant for 5 people.,BookRestaurant,LABEL_1
Where is the closest movie theatre that is playing movies now,SearchScreeningEvent,LABEL_6
Please find Pretty Baby,SearchCreativeWork,LABEL_5
Give The Hollow Man three out of 6 stars,RateBook,LABEL_4
Show me the television show called South California Purples,SearchCreativeWork,LABEL_5
Play me a 1957 ep,PlayMusic,LABEL_3
Please tell me the movie times,SearchScreeningEvent,LABEL_6
Book a table at a bar in Argentina .,BookRestaurant,LABEL_1
show creative photograph named None of the Above,SearchCreativeWork,LABEL_5
Can you play some music from my road trip album,PlayMusic,LABEL_3
Give this album 4 out of 6 stars,RateBook,LABEL_4
Find My Only Wish in some form of creative work,SearchCreativeWork,LABEL_5
Add nina hagen to essential folk,AddToPlaylist,LABEL_0
Give the current album a four .,RateBook,LABEL_4
Find the schedule for for films at Star Theatres .,SearchScreeningEvent,LABEL_6
I need to book the Fashion Cafe for meal in Lavina,BookRestaurant,LABEL_1
Where can I purchase the Twenty Chickens for a Saddle saga ?,SearchCreativeWork,LABEL_5
Will there be snowfall in zero PM in Estonia,GetWeather,LABEL_2
Add this song to my list Trabajo Relax,AddToPlaylist,LABEL_0
I am giving this current book album 0 out of 6 stars,RateBook,LABEL_4
rate this essay 5 of 6,RateBook,LABEL_4
add song to Sleepytime,AddToPlaylist,LABEL_0
rate The Lost Hero chronicle four out of 6,RateBook,LABEL_4
Play easy listening,PlayMusic,LABEL_3
rate the book saga A Coin in Nine Hands 0 points,RateBook,LABEL_4
play the album by Paul Barker playing the greatest from 1978,PlayMusic,LABEL_3
I want to hear music from the sixties .,PlayMusic,LABEL_3
I want to give The Cat Who Walks Through Walls a 1,RateBook,LABEL_4
add NIB to fay's brooklyn beat playlist,AddToPlaylist,LABEL_0
play Frankie Laine,PlayMusic,LABEL_3
Find a novel called Under Blackpool Lights .,SearchCreativeWork,LABEL_5
what is the forecast for Dr. Julian G. Bruce St. George Island State Park for rainy weather,GetWeather,LABEL_2
add when ice met cream to This Is Alejandro Fernández playlist,AddToPlaylist,LABEL_0
Show The Kindness of Women picture,SearchCreativeWork,LABEL_5
find a saga with 0 rating called Poems for Midnight,RateBook,LABEL_4
Play new movement from Mike Oldfield on Vimeo,PlayMusic,LABEL_3
show nearest movie theatre to watch Black Jesus,SearchScreeningEvent,LABEL_6
Play a Jim Mullen ep from the sixties,PlayMusic,LABEL_3
Find me the soundtrack called Enter the Chicken,SearchCreativeWork,LABEL_5
Rate Hocus Bogus a 4 .,RateBook,LABEL_4
please put the artist Matt McKenna in my This Is Shakira playlist,AddToPlaylist,LABEL_0
"Book a brasserie restaurant in Enfield , North Dakota for rosie and I that has tarte tatin",BookRestaurant,LABEL_1
What films are scheduled at the closest cinema ?,SearchScreeningEvent,LABEL_6
Book a restaurant with pool facility at East Gillespie,BookRestaurant,LABEL_1
Play music from 2012 on Netflix .,PlayMusic,LABEL_3
is it going to be chilly on 12/13/2025 in Haugan Pakistan,GetWeather,LABEL_2
play the music track of 1998,PlayMusic,LABEL_3
Rate The Purcell Papers two out of 6 stars,RateBook,LABEL_4
I would like this artist on drum & breaks .,AddToPlaylist,LABEL_0
I would give The Minority Report a rating of 0 points,RateBook,LABEL_4
Add Sweet Black Angel to my Diarios de Bicicleta playlist,AddToPlaylist,LABEL_0
I want to give Dressed To Kill a one,RateBook,LABEL_4
Give the current essay five points .,RateBook,LABEL_4
Look for the TV series The Stars at Saint Andrea,SearchCreativeWork,LABEL_5
I need the closest movie theatre playing Incense for the Damned .,SearchScreeningEvent,LABEL_6
Please fine me Worms Clan Wars .,SearchCreativeWork,LABEL_5
Find the movie schedule .,SearchScreeningEvent,LABEL_6
Find a movie called The Easy Way to Stop Smoking .,SearchCreativeWork,LABEL_5
